region,month,hours_per_week,deliveries_per_day,income_mean,income_variability,stress_level,work_life_balance,burnout_risk
Frankfurt,10,54.0,16.7,1243.0,0.53,5.1,5.3,0
Munich,6,40.2,16.9,1659.0,0.88,3.2,7.7,0
Cologne,4,46.5,14.4,1574.0,0.9,3.6,7.5,0
Frankfurt,8,61.1,22.6,1739.0,0.83,6.7,2.9,1
Munich,4,54.0,17.6,1331.0,0.82,7.1,3.4,1
Hamburg,9,42.3,11.0,805.0,0.61,4.0,6.5,0
Munich,10,36.1,16.9,1362.0,0.78,3.9,6.4,0
Hamburg,3,23.5,8.2,800.0,0.69,2.5,7.0,0
Cologne,7,37.8,10.5,1014.0,0.6,3.8,5.2,0
Hamburg,5,42.9,10.1,800.0,0.54,2.7,7.8,0
Frankfurt,11,35.1,7.8,800.0,0.85,5.2,3.1,1
Munich,1,43.7,13.4,1141.0,0.77,4.8,4.9,0
Berlin,3,45.8,21.0,1857.0,0.89,5.2,2.3,1
Hamburg,9,42.8,12.5,1439.0,0.9,3.1,5.6,0
Hamburg,9,38.5,17.2,1116.0,0.83,3.2,6.0,0
Berlin,5,46.7,15.2,1083.0,0.6,4.4,6.7,0
Frankfurt,5,49.4,12.9,800.0,0.79,2.6,8.0,0
Cologne,11,34.1,9.9,800.0,0.52,1.0,8.4,0
Cologne,4,59.1,15.9,915.0,0.9,5.0,5.7,1
Frankfurt,4,44.0,12.1,864.0,0.9,5.2,5.7,0
Munich,4,45.2,12.4,947.0,0.53,3.5,6.3,0
Cologne,2,52.1,11.6,1026.0,0.53,3.7,4.9,0
Frankfurt,7,47.3,20.3,1566.0,0.64,3.5,6.3,0
Hamburg,3,54.5,18.8,1599.0,0.47,4.8,5.1,0
Berlin,1,47.9,13.9,1135.0,0.82,4.3,4.5,0
Munich,12,38.9,13.6,883.0,0.9,7.1,3.2,1
Munich,11,48.6,13.7,800.0,0.73,6.4,3.8,1
Hamburg,10,33.6,5.0,800.0,0.72,4.9,5.6,0
Cologne,3,46.1,24.2,2268.0,0.87,6.4,3.9,1
Munich,9,44.7,15.5,1744.0,0.39,3.0,7.8,0
Berlin,12,42.9,12.5,1190.0,0.75,2.5,7.4,0
Hamburg,9,43.7,8.8,993.0,0.65,2.7,7.5,0
Munich,10,26.2,5.0,800.0,0.81,4.6,5.0,0
Hamburg,7,39.5,18.1,1511.0,0.79,3.1,6.3,0
Cologne,1,45.9,19.8,1607.0,0.74,2.7,8.6,0
Frankfurt,6,46.6,17.8,1402.0,0.46,4.0,3.9,0
Hamburg,10,34.7,8.2,800.0,0.83,3.1,7.8,0
Cologne,1,57.7,23.7,1796.0,0.87,6.2,3.2,1
Munich,2,36.3,13.5,1047.0,0.83,4.0,5.2,0
Munich,3,54.7,20.2,1380.0,0.57,4.2,6.0,0
Cologne,11,49.3,17.8,1516.0,0.63,6.0,2.6,1
Munich,11,38.5,8.3,800.0,0.84,2.9,6.3,0
Munich,6,62.8,17.3,1393.0,0.74,6.0,3.1,1
Munich,11,33.1,9.5,859.0,0.76,4.3,5.4,0
Cologne,7,54.2,20.0,1717.0,0.75,4.5,4.7,1
Cologne,8,55.0,14.2,1290.0,0.78,4.6,7.0,1
Hamburg,9,38.3,12.2,936.0,0.48,4.7,7.1,0
Berlin,7,58.9,19.1,1626.0,0.61,4.6,3.4,1
Frankfurt,6,42.5,16.5,1226.0,0.42,3.7,6.9,0
Munich,5,47.9,18.0,1045.0,0.77,5.6,5.2,0
Berlin,10,47.6,12.8,1133.0,0.9,7.8,2.7,1
Berlin,2,43.7,18.9,1571.0,0.7,5.3,4.1,0
Cologne,8,53.1,14.2,1340.0,0.9,6.0,3.7,1
Cologne,5,52.9,20.9,1669.0,0.68,6.1,3.2,1
Berlin,10,27.5,7.5,800.0,0.77,1.1,8.4,0
Cologne,2,58.0,19.8,1569.0,0.75,6.0,2.8,1
Hamburg,3,28.4,10.1,988.0,0.55,2.8,7.1,0
Hamburg,10,55.3,19.0,1618.0,0.9,6.0,2.5,1
Frankfurt,10,56.3,20.8,1633.0,0.8,5.8,4.0,1
Frankfurt,12,34.1,12.5,800.0,0.6,4.0,4.8,0
Frankfurt,7,40.9,16.0,1073.0,0.42,3.6,6.6,0
Munich,10,33.9,12.7,1112.0,0.47,3.5,5.8,0
Hamburg,8,42.9,10.5,800.0,0.79,2.4,7.8,0
Munich,5,41.9,14.8,1119.0,0.9,3.7,7.4,0
Hamburg,10,52.8,15.9,1280.0,0.67,7.4,4.2,1
Berlin,8,58.1,16.0,1513.0,0.86,6.3,1.2,1
Munich,10,59.0,18.8,1626.0,0.51,5.9,3.3,1
Frankfurt,10,39.4,13.7,1287.0,0.71,6.8,2.9,1
Hamburg,6,42.9,15.1,1265.0,0.58,2.2,8.2,0
Frankfurt,2,28.2,12.6,835.0,0.7,1.2,7.2,0
Cologne,12,36.9,16.2,1176.0,0.54,6.3,2.8,0
Hamburg,12,54.6,19.2,1351.0,0.9,5.5,4.6,1
Hamburg,2,61.2,21.9,1873.0,0.61,5.8,4.3,1
Frankfurt,8,32.7,11.2,800.0,0.73,1.5,8.9,0
Frankfurt,4,39.1,15.3,1147.0,0.8,4.6,5.9,0
Frankfurt,8,44.7,16.4,1314.0,0.67,5.3,5.0,0
Hamburg,9,47.8,15.8,1590.0,0.79,3.1,7.1,0
Berlin,6,36.9,18.8,1632.0,0.52,3.5,6.6,0
Cologne,9,49.2,14.8,1027.0,0.55,4.4,6.2,0
Frankfurt,6,40.3,17.8,1453.0,0.46,4.4,3.4,0
Berlin,11,44.9,10.9,1201.0,0.58,2.8,8.7,0
Frankfurt,3,50.5,19.3,1664.0,0.6,6.9,1.0,1
Hamburg,8,45.1,19.3,1227.0,0.75,5.9,3.0,1
Berlin,1,40.6,7.8,800.0,0.38,3.5,6.3,0
Hamburg,6,43.9,15.1,1006.0,0.5,4.1,6.6,0
Munich,3,44.1,16.9,1636.0,0.9,4.2,2.8,1
Frankfurt,10,41.3,14.5,1413.0,0.83,3.0,7.0,0
Cologne,10,42.4,15.3,1097.0,0.52,3.6,7.2,0
Berlin,3,61.0,20.7,1530.0,0.9,5.7,5.3,1
Munich,9,50.6,13.6,1096.0,0.9,7.5,1.8,1
Frankfurt,7,42.0,21.1,1704.0,0.59,5.6,4.1,0
Munich,2,52.0,15.8,1073.0,0.75,6.6,2.8,1
Berlin,6,41.7,15.2,1165.0,0.9,4.7,4.9,0
Cologne,12,56.7,17.0,1067.0,0.84,4.0,5.0,1
Berlin,4,48.7,9.4,1007.0,0.9,4.8,4.3,0
Cologne,10,43.9,11.9,800.0,0.83,5.8,4.6,0
Hamburg,11,49.5,12.1,800.0,0.75,3.1,7.1,0
Frankfurt,7,29.3,13.0,1130.0,0.7,3.9,6.6,0
Munich,4,33.7,9.4,800.0,0.9,6.9,3.4,1
Hamburg,7,33.1,9.5,800.0,0.88,4.9,5.8,0
Frankfurt,6,46.4,12.3,995.0,0.56,6.8,4.1,0
Munich,8,62.3,21.1,1820.0,0.9,6.6,1.7,1
Hamburg,7,67.3,20.3,1579.0,0.9,8.2,1.0,1
Frankfurt,9,51.4,20.1,1964.0,0.44,4.1,5.7,0
Frankfurt,4,50.0,17.6,1406.0,0.76,6.2,3.8,1
Hamburg,9,27.0,7.3,821.0,0.9,3.7,5.6,0
Berlin,5,39.6,15.7,1315.0,0.9,4.4,6.5,0
Cologne,11,37.1,12.4,1418.0,0.9,5.7,6.3,0
Cologne,9,38.8,13.0,1251.0,0.44,3.1,7.1,0
Berlin,11,43.3,10.1,813.0,0.63,4.1,6.0,0
Frankfurt,4,40.3,13.2,1183.0,0.52,4.2,6.7,0
Munich,3,25.2,9.4,800.0,0.64,1.0,7.1,0
Berlin,7,52.5,21.5,1665.0,0.9,5.6,4.4,1
Frankfurt,4,34.3,9.2,800.0,0.78,1.0,10.0,0
Hamburg,5,47.4,22.6,1649.0,0.9,6.3,3.0,1
Hamburg,3,65.7,23.6,2299.0,0.59,6.6,2.1,1
Frankfurt,6,35.8,7.4,800.0,0.42,2.8,7.0,0
Hamburg,4,20.0,5.0,800.0,0.8,1.0,8.9,0
Cologne,1,42.1,18.3,1446.0,0.9,3.9,5.2,0
Berlin,2,56.0,22.4,1780.0,0.81,6.6,5.5,1
Cologne,8,64.6,21.6,1803.0,0.82,7.3,2.2,1
Frankfurt,4,32.7,11.4,814.0,0.64,2.2,6.6,0
Berlin,12,50.0,13.2,1142.0,0.74,3.7,6.2,0
Hamburg,10,40.3,17.4,1622.0,0.6,5.0,5.9,0
Berlin,2,43.9,11.7,1188.0,0.61,3.3,6.7,0
Berlin,12,70.0,25.9,2016.0,0.9,7.1,3.4,1
Hamburg,4,30.0,14.0,1246.0,0.48,3.2,5.9,0
Munich,7,47.5,16.0,1050.0,0.9,5.2,6.3,0
Hamburg,11,49.7,19.5,1413.0,0.68,6.3,4.3,0
Cologne,2,55.9,24.2,1698.0,0.72,3.7,7.4,1
Munich,6,46.0,16.1,1281.0,0.62,1.7,8.6,0
Cologne,1,48.1,15.5,1068.0,0.67,4.0,6.9,0
Frankfurt,12,41.1,13.5,800.0,0.69,6.8,2.3,1
Cologne,3,47.7,13.7,1016.0,0.9,7.8,1.7,1
Berlin,9,41.6,11.6,800.0,0.6,6.9,4.4,0
Frankfurt,5,51.2,18.4,1737.0,0.67,4.8,6.7,1
Munich,11,41.3,13.3,951.0,0.41,1.5,7.4,0
Cologne,8,48.8,17.2,1576.0,0.34,1.4,8.9,0
Frankfurt,1,44.7,10.4,800.0,0.9,3.5,6.0,0
Cologne,4,56.3,18.5,1239.0,0.89,5.3,4.0,1
Berlin,3,44.5,17.9,1669.0,0.62,6.4,3.9,1
Berlin,10,27.3,5.7,800.0,0.9,4.0,7.1,0
Munich,9,57.6,19.3,1918.0,0.63,6.1,4.3,1
Hamburg,7,35.9,6.4,800.0,0.45,2.3,7.4,0
Hamburg,12,38.5,8.9,800.0,0.4,2.4,8.1,0
Berlin,3,39.0,15.4,1436.0,0.85,4.3,5.4,0
Frankfurt,1,58.7,18.7,1695.0,0.89,6.9,3.5,1
Munich,5,23.6,13.3,1098.0,0.38,3.0,8.4,0
Cologne,10,70.0,24.6,2638.0,0.49,5.4,2.5,1
Cologne,3,55.6,20.1,1553.0,0.85,6.5,4.3,1
Frankfurt,11,47.2,12.5,800.0,0.86,5.4,3.1,1
Hamburg,2,44.5,13.7,892.0,0.84,2.8,8.4,0
Berlin,3,47.9,13.8,1045.0,0.67,3.6,5.8,0
Berlin,5,50.2,13.5,1387.0,0.9,6.1,2.7,1
Munich,5,51.5,19.1,1494.0,0.88,4.8,5.9,1
Berlin,10,50.6,19.4,1869.0,0.9,7.4,2.9,1
Hamburg,8,45.9,16.5,1407.0,0.68,5.3,3.7,1
Hamburg,4,43.0,11.9,1165.0,0.46,3.6,5.2,0
Frankfurt,2,43.5,15.5,1316.0,0.81,4.3,5.5,0
Munich,8,43.1,8.6,800.0,0.88,4.4,4.4,0
Munich,8,56.3,22.7,1970.0,0.54,4.5,4.4,0
Berlin,10,50.9,13.1,933.0,0.68,3.7,6.4,1
Cologne,8,20.0,5.0,800.0,0.59,3.1,6.0,0
Munich,12,51.6,17.5,1472.0,0.64,6.4,4.0,1
Berlin,11,46.9,16.3,1689.0,0.63,5.6,5.9,0
Cologne,1,44.8,14.7,869.0,0.68,6.8,3.1,1
Berlin,12,41.1,10.4,800.0,0.62,3.3,6.8,0
Frankfurt,9,56.2,22.1,1719.0,0.84,8.1,3.9,1
Munich,4,54.5,13.1,1254.0,0.74,4.1,4.7,1
Berlin,4,37.3,8.0,800.0,0.37,2.2,9.0,0
Frankfurt,8,49.1,16.0,1049.0,0.66,2.3,8.8,0
Berlin,12,35.3,8.0,800.0,0.36,2.9,8.0,0
Hamburg,8,31.2,14.1,800.0,0.47,2.4,8.9,0
Berlin,6,38.7,9.4,876.0,0.73,4.7,5.6,0
Hamburg,4,53.6,22.5,1742.0,0.9,5.7,3.7,1
Munich,3,54.5,21.3,1686.0,0.85,3.7,7.4,1
Berlin,5,50.1,20.4,1719.0,0.44,4.4,6.7,0
Frankfurt,8,52.3,23.1,1887.0,0.76,4.7,6.4,1
Munich,7,50.2,17.0,1249.0,0.53,2.4,7.7,0
Munich,11,38.6,9.8,993.0,0.74,2.4,6.9,0
Hamburg,8,49.3,16.1,1450.0,0.56,3.8,6.4,0
Munich,12,53.0,16.0,923.0,0.9,7.5,3.5,1
Berlin,11,52.5,15.4,1185.0,0.84,5.5,5.5,1
Berlin,1,56.9,19.4,1337.0,0.9,6.7,2.9,1
Hamburg,11,52.1,16.4,1060.0,0.9,3.0,7.4,1
Berlin,4,48.5,13.9,1220.0,0.9,6.6,2.0,1
Hamburg,9,55.7,17.8,1343.0,0.9,7.5,3.5,1
Cologne,6,44.7,16.6,1296.0,0.81,1.5,7.7,0
Hamburg,12,36.2,14.9,1060.0,0.42,2.6,8.2,0
Frankfurt,10,43.4,9.6,846.0,0.48,5.1,3.8,0
Frankfurt,8,37.6,11.6,1064.0,0.76,4.7,6.3,0
Berlin,8,38.2,12.3,1420.0,0.9,2.8,7.5,0
Cologne,5,43.6,11.0,841.0,0.82,3.9,5.3,0
Frankfurt,11,37.1,12.0,800.0,0.52,2.8,7.9,0
Frankfurt,8,41.9,14.4,1053.0,0.82,4.4,5.1,0
Frankfurt,4,26.1,10.2,989.0,0.44,4.4,6.3,0
Berlin,6,47.1,15.9,1121.0,0.66,3.6,6.2,0
Munich,7,45.0,12.4,800.0,0.64,6.0,2.3,1
Munich,6,36.8,18.3,1315.0,0.36,2.5,6.5,0
Munich,6,51.6,19.7,1468.0,0.54,3.9,5.7,0
Berlin,8,54.4,19.8,1366.0,0.9,6.7,4.7,1
Munich,5,28.9,12.7,1056.0,0.74,4.3,6.6,0
Hamburg,8,37.4,13.2,1040.0,0.46,5.0,6.6,0
Berlin,9,37.3,16.3,1462.0,0.53,1.8,9.9,0
Berlin,12,35.6,12.0,874.0,0.79,2.9,6.6,0
Cologne,4,53.3,17.8,1533.0,0.9,6.6,3.2,1
Frankfurt,3,43.1,16.3,1202.0,0.9,4.4,5.2,0
Cologne,5,42.4,18.8,1282.0,0.33,2.6,6.7,0
Munich,10,25.0,12.9,920.0,0.49,3.2,5.0,0
Berlin,10,51.4,18.9,1188.0,0.53,4.1,5.9,0
Berlin,12,32.6,12.4,1351.0,0.75,6.0,2.8,1
Munich,5,45.6,17.3,1412.0,0.9,6.9,3.1,1
Frankfurt,7,47.8,18.9,1351.0,0.58,5.7,6.4,0
Cologne,3,58.6,23.4,1799.0,0.9,7.9,1.6,1
Frankfurt,11,31.9,9.9,800.0,0.83,3.3,6.9,0
Munich,10,20.0,10.6,1137.0,0.61,3.1,7.8,0
Cologne,9,46.8,16.6,1599.0,0.9,6.9,3.4,1
Cologne,6,63.0,23.0,1858.0,0.86,6.7,3.6,1
Frankfurt,10,57.4,23.3,1926.0,0.82,5.4,4.3,1
Frankfurt,9,47.1,17.9,1182.0,0.82,2.2,7.6,0
Berlin,1,40.1,16.1,1050.0,0.51,3.9,5.2,0
Berlin,2,53.1,16.5,982.0,0.9,6.5,4.3,1
Frankfurt,10,35.3,16.2,1268.0,0.51,4.9,3.3,0
Munich,2,49.8,18.7,1706.0,0.76,5.7,5.2,0
Frankfurt,11,50.1,17.1,1288.0,0.79,4.2,4.4,1
Berlin,8,55.6,21.8,1817.0,0.34,2.6,8.4,0
Cologne,4,70.0,30.0,2596.0,0.58,6.3,3.4,1
Munich,7,48.9,12.8,800.0,0.48,4.4,4.3,0
Berlin,4,39.9,10.9,1240.0,0.6,3.5,7.1,0
Munich,4,44.7,23.0,2069.0,0.84,5.4,5.5,0
Munich,8,27.3,10.4,933.0,0.9,5.7,3.9,1
Cologne,11,38.1,13.3,1245.0,0.55,4.0,6.7,0
Berlin,10,40.9,13.3,1257.0,0.47,3.8,3.9,0
Frankfurt,4,39.8,16.9,1409.0,0.63,3.6,5.1,0
Munich,3,46.5,23.3,2153.0,0.53,4.8,6.5,0
Munich,11,36.8,10.3,800.0,0.34,2.4,7.3,0
Cologne,10,56.2,18.4,1568.0,0.83,5.8,2.3,1
Berlin,9,45.0,13.9,1380.0,0.9,5.2,4.1,0
Munich,3,44.9,17.2,835.0,0.9,4.8,4.3,0
Munich,5,41.7,17.6,1494.0,0.5,4.9,5.0,0
Hamburg,11,46.6,20.4,1775.0,0.55,5.3,4.3,0
Hamburg,1,53.3,20.1,1262.0,0.63,2.7,7.5,1
Munich,9,36.3,19.7,1630.0,0.65,4.6,5.3,0
Cologne,6,38.4,11.1,800.0,0.76,2.8,8.5,0
Frankfurt,5,42.0,11.5,998.0,0.62,2.6,7.9,0
Hamburg,4,31.5,14.9,1175.0,0.29,1.5,9.0,0
Hamburg,8,36.8,12.6,822.0,0.59,4.3,6.8,0
Berlin,11,40.2,9.3,965.0,0.9,3.7,5.9,0
Frankfurt,2,53.7,17.0,1274.0,0.65,2.9,5.9,1
Hamburg,10,47.6,16.6,1385.0,0.9,5.5,5.7,0
Frankfurt,5,46.9,13.7,1359.0,0.57,2.5,7.6,0
Frankfurt,8,53.5,14.8,1000.0,0.88,5.6,4.6,1
Berlin,1,43.6,13.9,1115.0,0.54,4.7,4.6,0
Munich,12,48.9,13.1,950.0,0.9,6.2,3.2,1
Munich,3,44.0,16.6,1270.0,0.9,7.1,3.8,1
Hamburg,7,47.7,10.1,1235.0,0.39,2.7,8.3,0
Berlin,11,39.2,13.3,1158.0,0.5,3.8,6.9,0
Hamburg,11,20.6,8.4,800.0,0.56,1.6,9.1,0
Hamburg,10,43.7,14.3,1247.0,0.83,5.0,5.6,0
Munich,12,59.2,23.0,1928.0,0.89,6.2,3.9,1
Berlin,5,54.3,14.0,800.0,0.85,4.9,4.9,1
Frankfurt,10,54.7,16.1,1749.0,0.87,4.8,6.4,1
Munich,9,57.4,18.1,1158.0,0.71,4.1,5.6,1
Hamburg,12,45.9,17.4,1741.0,0.85,6.1,4.3,0
Hamburg,1,47.0,16.3,1429.0,0.47,5.4,3.8,0
Cologne,11,38.8,19.4,1586.0,0.56,5.3,4.1,0
Berlin,7,41.8,11.5,861.0,0.69,3.7,6.0,0
Frankfurt,10,51.2,12.9,1550.0,0.85,4.1,5.1,1
Frankfurt,12,57.0,24.4,2071.0,0.89,4.1,6.7,1
Hamburg,6,43.6,10.2,823.0,0.88,4.9,3.8,1
Cologne,10,40.5,15.5,1137.0,0.62,2.5,7.6,0
Cologne,4,45.0,12.1,834.0,0.73,7.3,2.9,1
Berlin,11,51.0,10.8,874.0,0.62,3.1,5.0,1
Hamburg,12,30.6,9.1,800.0,0.38,3.5,6.1,0
Hamburg,11,22.0,10.0,939.0,0.79,4.6,5.7,0
Hamburg,10,39.5,9.5,800.0,0.49,4.8,5.6,0
Berlin,10,32.8,12.7,1214.0,0.46,3.5,6.3,0
Frankfurt,6,39.9,15.6,1444.0,0.7,2.5,8.1,0
Munich,10,43.5,10.7,844.0,0.32,2.3,7.6,0
Cologne,11,40.5,12.8,1141.0,0.8,5.2,4.8,0
Frankfurt,9,59.5,24.6,2092.0,0.9,8.2,2.0,1
Munich,9,48.3,18.0,1151.0,0.88,4.2,6.8,0
Frankfurt,12,48.0,15.2,1564.0,0.4,3.1,6.2,0
Frankfurt,2,51.2,18.3,1414.0,0.27,1.4,8.1,0
Frankfurt,9,33.6,9.1,871.0,0.75,1.9,7.4,0
Frankfurt,2,55.4,21.8,1889.0,0.64,5.4,4.3,1
Hamburg,6,44.2,18.1,949.0,0.9,6.8,4.6,0
Frankfurt,7,51.7,17.6,1276.0,0.62,6.2,4.4,1
Munich,9,34.3,12.1,1138.0,0.75,3.9,5.0,0
Munich,11,29.5,6.8,800.0,0.38,2.3,7.1,0
Cologne,6,53.2,13.7,1231.0,0.66,4.4,5.9,1
Berlin,8,48.8,15.1,1228.0,0.9,7.0,2.1,1
Munich,10,36.0,11.7,1184.0,0.76,3.9,5.4,0
Munich,12,36.3,15.3,1246.0,0.66,1.0,10.0,0
Munich,3,56.3,21.5,2006.0,0.57,4.6,4.8,0
Munich,10,33.1,11.6,800.0,0.85,2.0,8.9,0
Berlin,6,61.4,24.0,1898.0,0.84,5.3,5.9,1
Berlin,2,36.0,9.2,800.0,0.49,4.4,4.8,0
Frankfurt,1,51.4,20.4,1707.0,0.46,5.0,4.1,0
Munich,12,41.7,11.5,867.0,0.41,4.1,5.7,0
Munich,6,51.0,20.7,1612.0,0.58,7.1,1.8,1
Cologne,12,39.6,13.1,911.0,0.89,2.9,7.2,0
Cologne,3,43.4,8.5,800.0,0.77,7.1,2.7,1
Cologne,11,45.4,17.3,1384.0,0.56,3.5,6.8,0
Cologne,12,35.0,14.1,800.0,0.63,3.6,7.8,0
Frankfurt,5,52.4,16.1,828.0,0.69,4.8,6.0,1
Hamburg,6,39.9,12.2,986.0,0.55,4.2,6.3,0
Cologne,10,42.7,13.8,800.0,0.5,4.9,3.1,0
Cologne,6,35.1,5.9,800.0,0.47,4.2,6.3,0
Berlin,12,20.0,5.0,800.0,0.61,1.0,10.0,0
Munich,10,43.1,18.3,1570.0,0.57,2.6,4.4,0
Frankfurt,7,69.1,20.6,1511.0,0.9,10.0,1.0,1
Munich,7,52.8,23.2,2168.0,0.71,4.6,5.3,1
Hamburg,11,44.8,19.0,1693.0,0.78,5.5,3.6,1
Frankfurt,6,42.4,18.8,1204.0,0.85,1.8,9.0,0
Hamburg,12,45.2,13.1,993.0,0.71,4.1,7.6,0
Munich,1,50.5,12.0,1265.0,0.74,4.9,5.9,1
Berlin,8,33.2,7.8,800.0,0.62,4.0,5.6,0
Cologne,10,56.1,17.4,1379.0,0.7,1.5,7.5,1
Munich,4,52.2,10.3,1102.0,0.71,5.5,4.7,1
Frankfurt,1,52.2,16.0,1169.0,0.73,3.5,7.4,1
Cologne,10,49.4,15.9,1493.0,0.74,5.4,4.2,0
Frankfurt,2,45.2,11.2,800.0,0.67,3.0,6.7,0
Hamburg,3,51.7,14.1,800.0,0.89,3.9,8.9,1
Frankfurt,6,50.9,16.3,1551.0,0.68,4.7,6.4,1
Berlin,2,41.5,14.9,1279.0,0.47,2.6,8.6,0
Hamburg,2,39.3,10.4,934.0,0.7,3.2,5.3,0
Munich,6,46.0,16.2,1079.0,0.9,2.8,6.5,0
Cologne,12,60.5,20.6,1443.0,0.78,3.3,6.8,1
Cologne,4,32.6,11.0,1111.0,0.62,4.8,4.2,0
Berlin,5,30.3,8.2,800.0,0.83,1.1,10.0,0
Frankfurt,11,46.6,11.5,900.0,0.63,4.4,7.0,0
Munich,8,45.5,20.3,1665.0,0.9,5.7,3.8,1
Frankfurt,3,46.7,17.5,1699.0,0.5,3.8,8.0,0
Frankfurt,5,47.4,18.8,1651.0,0.9,3.5,6.5,0
Berlin,1,42.8,14.0,1025.0,0.48,4.6,8.0,0
Hamburg,10,59.9,19.5,1277.0,0.9,7.7,2.5,1
Hamburg,4,29.0,11.1,1008.0,0.7,1.1,9.4,0
Berlin,5,36.7,6.7,800.0,0.78,3.4,8.0,0
Berlin,4,44.0,11.3,800.0,0.76,1.8,9.5,0
Berlin,12,28.6,7.1,834.0,0.6,2.3,8.2,0
Frankfurt,9,43.2,13.1,1218.0,0.45,4.4,5.5,0
Frankfurt,8,61.6,17.9,1509.0,0.66,4.9,5.6,1
Munich,11,45.2,16.1,1038.0,0.78,3.8,5.3,0
Berlin,12,47.3,16.0,1639.0,0.72,2.6,7.5,0
Frankfurt,2,32.4,15.0,1404.0,0.48,3.4,5.5,0
Hamburg,9,38.8,20.4,1569.0,0.63,5.5,2.8,1
Berlin,2,41.2,10.0,800.0,0.62,2.5,7.6,0
Hamburg,6,41.8,14.4,1166.0,0.8,3.2,8.0,0
Cologne,2,57.8,19.7,1481.0,0.9,6.5,4.4,1
Munich,6,50.6,16.8,1788.0,0.6,6.9,3.0,1
Cologne,6,33.9,8.0,800.0,0.81,1.1,10.0,0
Munich,11,47.5,13.1,832.0,0.9,4.5,4.9,0
Berlin,7,50.0,17.4,1708.0,0.48,5.4,2.7,0
Munich,10,56.4,16.0,1163.0,0.78,5.5,2.3,1
Frankfurt,5,60.8,20.7,1817.0,0.67,2.4,6.5,1
Hamburg,12,34.8,10.9,1005.0,0.74,4.2,6.6,0
Frankfurt,3,36.9,12.7,1006.0,0.87,6.0,3.4,1
Berlin,12,32.4,7.9,800.0,0.67,3.4,7.0,0
Cologne,2,42.7,14.7,1166.0,0.51,2.7,8.9,0
Hamburg,4,49.7,13.9,879.0,0.47,4.2,4.7,0
Berlin,12,54.9,18.8,1497.0,0.73,8.1,2.3,1
Frankfurt,1,44.2,18.8,1656.0,0.9,5.8,4.7,0
Frankfurt,11,41.8,14.7,1521.0,0.6,5.1,4.0,1
Munich,12,46.5,16.5,1100.0,0.9,5.2,6.2,0
Munich,2,36.6,14.7,1123.0,0.58,2.7,7.0,0
Cologne,8,65.9,17.8,1315.0,0.76,6.3,3.3,1
Munich,5,28.9,14.8,1239.0,0.86,2.8,9.3,0
Munich,5,46.8,12.4,800.0,0.6,5.5,5.0,0
Munich,3,65.2,24.4,1765.0,0.75,8.8,2.1,1
Cologne,11,45.1,17.3,1043.0,0.9,6.2,5.2,0
Berlin,1,43.1,11.7,800.0,0.63,2.2,7.2,0
Hamburg,6,41.4,16.8,1215.0,0.54,4.5,6.8,0
Berlin,12,43.2,15.9,1606.0,0.57,5.4,4.1,0
Berlin,1,58.7,25.2,2089.0,0.9,6.8,2.7,1
Berlin,4,22.9,8.2,800.0,0.63,1.3,8.4,0
Frankfurt,4,60.3,19.8,1852.0,0.77,10.0,1.0,1
Hamburg,11,30.8,8.7,800.0,0.79,1.2,9.7,0
Hamburg,3,42.3,8.9,806.0,0.6,2.6,7.7,0
Frankfurt,4,40.7,12.6,915.0,0.9,4.4,5.1,0
Frankfurt,6,50.9,16.1,1163.0,0.78,8.3,2.4,1
Munich,6,29.0,10.5,800.0,0.6,1.6,8.1,0
Frankfurt,11,49.6,12.3,861.0,0.53,4.6,5.1,0
Cologne,6,65.2,21.0,1626.0,0.87,8.1,1.9,1
Frankfurt,6,31.4,12.2,1044.0,0.46,3.1,7.4,0
Munich,4,46.9,17.7,1405.0,0.59,4.2,6.2,0
Frankfurt,11,38.4,7.2,800.0,0.6,4.7,5.0,0
Cologne,7,49.3,18.5,1301.0,0.64,5.3,5.5,0
Frankfurt,7,45.2,14.3,1226.0,0.9,6.1,3.7,1
Berlin,2,38.6,12.3,885.0,0.51,5.8,3.5,0
Hamburg,12,49.9,9.5,833.0,0.77,5.4,3.1,1
Cologne,6,63.0,25.5,1657.0,0.9,6.7,4.2,1
Cologne,5,43.1,14.9,1259.0,0.83,4.6,5.4,0
Cologne,10,52.2,12.8,1174.0,0.9,6.0,4.3,1
Berlin,1,32.1,11.8,1069.0,0.82,3.3,7.8,0
Berlin,3,35.4,12.8,988.0,0.9,3.5,6.0,0
Hamburg,9,49.7,20.2,1802.0,0.9,6.8,1.9,1
Munich,11,59.8,19.0,1267.0,0.9,8.3,1.8,1
Hamburg,9,48.6,16.2,1280.0,0.65,2.6,7.7,0
Cologne,10,41.9,12.0,924.0,0.8,4.2,5.5,0
Cologne,9,45.0,16.8,1551.0,0.66,3.5,8.0,0
Cologne,11,32.5,8.5,800.0,0.51,2.8,4.7,0
Hamburg,10,51.0,14.3,935.0,0.67,5.7,5.4,1
Munich,5,53.8,17.7,1768.0,0.74,6.4,4.4,1
Munich,6,40.5,9.8,800.0,0.6,3.9,6.6,0
Hamburg,9,40.3,18.2,1622.0,0.58,1.2,5.5,0
Cologne,4,47.7,21.7,1593.0,0.51,3.3,8.0,0
Hamburg,11,40.6,12.2,1026.0,0.78,5.4,3.6,1
Hamburg,4,44.3,10.6,1132.0,0.8,1.0,8.5,0
